YEAR,TAXON,STATUS,COUNT,PROVINCE
2015,Molluscs,ENDANGERED,13,QC
2010,Amphibians,THREATENED,43,SK
2010,Lichens,EXTIRPATED,19,QC
2011,Mammals,EXTINCT,33,MB
2016,Molluscs,EXTINCT,9,QC
2018,Fishes,THREATENED,36,MB
2015,Mammals,THREATENED,1,ON
2016,Amphibians,ENDANGERED,35,AB
2018,Mammals,ENDANGERED,12,NL
2016,Molluscs,EXTINCT,42,NB
2016,Arthropods,THREATENED,47,NS
2014,Fishes,THREATENED,15,YT
2012,Arthropods,ENDANGERED,6,NL
2012,Molluscs,ENDANGERED,36,SK
2019,Vascular Plants,EXTINCT,24,AB
2018,Fishes,EXTIRPATED,45,MB
2014,Molluscs,ENDANGERED,4,AB
2015,Mosses,EXTINCT,6,NU
2019,Amphibians,EXTINCT,25,PE
2018,Arthropods,SPECIAL CONCERN,22,NS
2015,Mosses,THREATENED,8,MB
2011,Amphibians,THREATENED,1,AB
2013,Arthropods,ENDANGERED,10,NS
2013,Lichens,EXTINCT,32,ON
2015,Reptiles,SPECIAL CONCERN,42,NT
2016,Molluscs,EXTIRPATED,10,NU
2019,Reptiles,THREATENED,29,ON
2012,Fishes,EXTINCT,24,NS
2010,Mosses,ENDANGERED,13,AB
2014,Amphibians,THREATENED,5,QC
2012,Arthropods,EXTIRPATED,28,QC
2019,Fishes,SPECIAL CONCERN,42,ON
2011,Fishes,SPECIAL CONCERN,17,AB
2019,Arthropods,ENDANGERED,33,AB
2017,Mammals,EXTIRPATED,16,MB
2013,Arthropods,ENDANGERED,46,PE
2019,Lichens,THREATENED,6,NT
2014,Amphibians,EXTINCT,25,AB
2010,Reptiles,EXTIRPATED,9,QC
2013,Molluscs,SPECIAL CONCERN,48,BC
2013,Vascular Plants,ENDANGERED,24,QC
2012,Fishes,SPECIAL CONCERN,48,YT
2015,Birds,SPECIAL CONCERN,43,PE
2012,Amphibians,SPECIAL CONCERN,46,QC
2010,Amphibians,EXTINCT,10,NB
2013,Vascular Plants,EXTINCT,10,NB
2013,Lichens,EXTINCT,9,NB
2010,Fishes,EXTINCT,33,NU
2018,Fishes,EXTINCT,45,QC
2019,Birds,THREATENED,44,PE
2019,Fishes,EXTINCT,49,NB
2012,Amphibians,THREATENED,20,ON
2019,Fishes,EXTINCT,12,ON
2012,Reptiles,THREATENED,9,ON
2012,Reptiles,EXTIRPATED,21,PE
2019,Arthropods,THREATENED,19,BC
2011,Amphibians,THREATENED,20,QC
2013,Arthropods,SPECIAL CONCERN,34,NS
2014,Mammals,SPECIAL CONCERN,49,NU
2012,Mammals,EXTIRPATED,23,NL
2015,Lichens,EXTINCT,49,BC
2017,Reptiles,SPECIAL CONCERN,42,NT
2018,Vascular Plants,ENDANGERED,31,YT
2017,Birds,EXTIRPATED,41,MB
2018,Fishes,SPECIAL CONCERN,20,ON
2018,Vascular Plants,EXTIRPATED,8,QC
2012,Reptiles,EXTIRPATED,33,NT
2017,Vascular Plants,THREATENED,25,MB
2012,Mosses,EXTIRPATED,45,AB
2014,Mammals,EXTINCT,26,NL
2011,Amphibians,SPECIAL CONCERN,8,SK
2011,Fishes,THREATENED,11,NB
2019,Mosses,ENDANGERED,26,YT
2017,Mammals,EXTINCT,45,YT
2018,Birds,ENDANGERED,45,QC
2010,Lichens,EXTINCT,24,MB
2014,Arthropods,EXTINCT,32,NU
2011,Molluscs,EXTIRPATED,39,NU
2019,Amphibians,EXTINCT,22,BC
2011,Lichens,THREATENED,14,YT
2011,Reptiles,EXTINCT,37,PE
2013,Mosses,EXTINCT,30,NL
2013,Mosses,THREATENED,13,SK
2014,Arthropods,THREATENED,28,NB
2016,Molluscs,EXTIRPATED,26,BC
2019,Reptiles,SPECIAL CONCERN,5,NB
2015,Molluscs,EXTIRPATED,16,YT
2011,Lichens,THREATENED,3,NT
2014,Arthropods,ENDANGERED,39,MB
2019,Molluscs,THREATENED,45,QC
2014,Fishes,EXTIRPATED,23,NS
2018,Lichens,THREATENED,22,QC
2012,Arthropods,EXTIRPATED,49,NS
2017,Lichens,SPECIAL CONCERN,47,QC
2013,Fishes,EXTIRPATED,32,YT
2011,Amphibians,ENDANGERED,36,NB
2012,Vascular Plants,EXTIRPATED,6,PE
2019,Fishes,ENDANGERED,47,NL
2012,Lichens,EXTINCT,36,AB
2019,Vascular Plants,EXTINCT,11,SK
2011,Arthropods,ENDANGERED,24,NT
2018,Amphibians,ENDANGERED,6,BC
2017,Mammals,ENDANGERED,21,NU
2015,Arthropods,SPECIAL CONCERN,49,YT
2013,Amphibians,EXTINCT,49,SK
2014,Reptiles,THREATENED,49,NL
2014,Lichens,EXTIRPATED,48,ON
2011,Reptiles,SPECIAL CONCERN,5,QC
2010,Lichens,EXTIRPATED,42,YT
2014,Arthropods,EXTIRPATED,49,NT
2018,Birds,SPECIAL CONCERN,37,NS
2016,Mosses,ENDANGERED,38,BC
2013,Reptiles,THREATENED,2,SK
2010,Birds,EXTIRPATED,28,MB
2017,Vascular Plants,ENDANGERED,15,ON
2015,Mosses,ENDANGERED,21,MB
2019,Vascular Plants,SPECIAL CONCERN,19,PE
2015,Lichens,EXTIRPATED,13,MB
2017,Reptiles,SPECIAL CONCERN,18,AB
2018,Mosses,THREATENED,34,QC
2012,Molluscs,EXTIRPATED,33,MB
2019,Reptiles,THREATENED,6,SK
2016,Lichens,EXTINCT,29,NL
2015,Birds,EXTIRPATED,46,NT
2011,Reptiles,THREATENED,5,NL
2010,Arthropods,THREATENED,28,MB
2014,Amphibians,EXTINCT,18,NL
2011,Lichens,EXTINCT,11,NU
2019,Vascular Plants,SPECIAL CONCERN,14,MB
2010,Reptiles,EXTIRPATED,10,ON
2017,Molluscs,EXTINCT,14,SK
2012,Molluscs,SPECIAL CONCERN,31,QC
2011,Vascular Plants,THREATENED,23,ON
2012,Reptiles,THREATENED,28,NS
2018,Reptiles,EXTIRPATED,34,AB
2017,Mosses,THREATENED,17,PE
2013,Reptiles,ENDANGERED,41,PE
2014,Vascular Plants,THREATENED,44,NT
2014,Mammals,ENDANGERED,9,NU
2016,Reptiles,EXTIRPATED,4,NT
2019,Molluscs,EXTINCT,4,NT
2014,Molluscs,EXTIRPATED,26,SK
2011,Mosses,ENDANGERED,11,ON
2014,Amphibians,ENDANGERED,45,MB
2010,Mosses,EXTIRPATED,14,AB
2015,Amphibians,EXTIRPATED,27,NS
2013,Arthropods,EXTIRPATED,15,SK
2016,Mosses,ENDANGERED,25,SK
2018,Arthropods,EXTINCT,50,ON
2016,Lichens,SPECIAL CONCERN,36,NS
2017,Mammals,EXTINCT,8,ON
2015,Arthropods,EXTINCT,40,MB
2011,Reptiles,THREATENED,7,MB
2012,Vascular Plants,SPECIAL CONCERN,5,SK
2016,Arthropods,EXTIRPATED,19,NS
2017,Lichens,SPECIAL CONCERN,27,PE
2017,Arthropods,ENDANGERED,2,PE
2017,Vascular Plants,EXTIRPATED,21,MB
2016,Reptiles,SPECIAL CONCERN,31,ON
2015,Vascular Plants,THREATENED,14,MB
2017,Lichens,THREATENED,27,NS
2015,Mammals,SPECIAL CONCERN,3,QC
2017,Reptiles,THREATENED,35,NL
2016,Amphibians,THREATENED,5,BC
2016,Birds,THREATENED,34,SK
2012,Vascular Plants,SPECIAL CONCERN,16,PE
2017,Fishes,THREATENED,21,NS
2016,Reptiles,SPECIAL CONCERN,12,NT
2015,Molluscs,ENDANGERED,15,YT
2015,Vascular Plants,EXTIRPATED,17,MB
2018,Reptiles,SPECIAL CONCERN,7,YT
2019,Arthropods,EXTINCT,5,NL
2016,Reptiles,THREATENED,30,NB
2013,Amphibians,EXTINCT,10,ON
2012,Amphibians,SPECIAL CONCERN,36,NL
2017,Amphibians,EXTINCT,24,BC
2012,Molluscs,SPECIAL CONCERN,21,NS
2019,Birds,ENDANGERED,38,MB
2017,Lichens,EXTIRPATED,27,ON
2018,Mammals,EXTINCT,30,MB
2013,Lichens,SPECIAL CONCERN,5,YT
2019,Birds,THREATENED,23,QC
2015,Mosses,SPECIAL CONCERN,20,SK
2011,Lichens,EXTINCT,35,BC
2019,Lichens,THREATENED,24,QC
2010,Fishes,SPECIAL CONCERN,33,NU
2014,Mosses,SPECIAL CONCERN,12,NL
2019,Mosses,THREATENED,40,PE
2018,Mosses,EXTINCT,16,NS
2016,Vascular Plants,EXTIRPATED,27,SK
2015,Reptiles,THREATENED,23,NT
2018,Molluscs,THREATENED,5,NL
2019,Birds,EXTINCT,50,ON
2013,Amphibians,THREATENED,28,NB
2017,Molluscs,SPECIAL CONCERN,46,NS
2011,Molluscs,ENDANGERED,8,SK
2015,Fishes,THREATENED,16,NB
2016,Molluscs,SPECIAL CONCERN,35,NS
2019,Fishes,EXTINCT,41,NS
2015,Birds,EXTIRPATED,43,BC
2015,Fishes,SPECIAL CONCERN,39,NU
2017,Reptiles,SPECIAL CONCERN,2,MB
2013,Reptiles,EXTIRPATED,11,MB
2011,Arthropods,THREATENED,43,YT
2011,Molluscs,EXTINCT,28,SK
2012,Mammals,ENDANGERED,25,QC
2014,Arthropods,SPECIAL CONCERN,28,NS
2017,Amphibians,EXTIRPATED,47,NT
2014,Reptiles,EXTIRPATED,9,YT
2013,Fishes,EXTINCT,20,NS
2013,Lichens,THREATENED,15,AB
2012,Birds,ENDANGERED,38,AB
2012,Lichens,ENDANGERED,49,NL
2014,Lichens,THREATENED,5,YT
2016,Molluscs,THREATENED,5,NU
2013,Birds,EXTINCT,48,MB
2012,Amphibians,THREATENED,33,NS
2017,Mosses,EXTINCT,6,NS
2011,Arthropods,ENDANGERED,24,NS
2017,Mosses,EXTIRPATED,26,MB
2011,Amphibians,THREATENED,30,NB
2019,Fishes,EXTIRPATED,44,NT
2016,Vascular Plants,EXTIRPATED,35,QC
2014,Arthropods,SPECIAL CONCERN,3,ON
2011,Mosses,EXTINCT,28,NB
2016,Fishes,ENDANGERED,39,NB
2015,Fishes,EXTINCT,8,NT
2013,Molluscs,EXTIRPATED,19,NB
2010,Reptiles,EXTIRPATED,16,NU
2018,Vascular Plants,EXTIRPATED,16,SK
2014,Arthropods,SPECIAL CONCERN,29,SK
2013,Mosses,THREATENED,38,MB
2014,Reptiles,EXTIRPATED,49,AB
2013,Mammals,SPECIAL CONCERN,36,QC
2010,Reptiles,THREATENED,42,MB
2013,Mosses,THREATENED,47,NS
2012,Fishes,EXTIRPATED,37,NL
2019,Lichens,SPECIAL CONCERN,13,SK
2013,Amphibians,SPECIAL CONCERN,41,SK
2010,Mosses,ENDANGERED,46,PE
2010,Amphibians,SPECIAL CONCERN,35,YT
2018,Mammals,ENDANGERED,8,BC
2017,Fishes,ENDANGERED,6,MB
2017,Mosses,THREATENED,30,NL
2019,Amphibians,EXTIRPATED,38,NB
2016,Lichens,EXTINCT,36,BC
2018,Lichens,EXTINCT,5,ON
2010,Arthropods,THREATENED,3,AB
2013,Molluscs,EXTINCT,28,NU
2015,Mosses,THREATENED,42,SK
2018,Arthropods,EXTINCT,42,NU
2012,Lichens,THREATENED,11,PE
2014,Arthropods,THREATENED,34,YT
2010,Molluscs,ENDANGERED,4,PE
2014,Mammals,THREATENED,44,ON
2016,Amphibians,SPECIAL CONCERN,33,NB
2013,Reptiles,THREATENED,42,ON
2012,Amphibians,EXTIRPATED,3,PE
2016,Fishes,SPECIAL CONCERN,5,NS
2014,Reptiles,ENDANGERED,13,PE
2016,Mosses,THREATENED,41,NS
2012,Lichens,EXTINCT,16,YT
2012,Fishes,THREATENED,27,YT
2016,Molluscs,EXTIRPATED,23,YT
2016,Amphibians,EXTIRPATED,30,NL
2018,Molluscs,EXTINCT,7,MB
2015,Mosses,ENDANGERED,34,ON
2018,Mosses,EXTIRPATED,31,SK
2010,Fishes,EXTIRPATED,4,NB
2016,Mammals,EXTINCT,5,BC
2014,Arthropods,EXTINCT,13,PE
2016,Fishes,EXTINCT,18,NL
2012,Molluscs,EXTINCT,36,PE
2017,Molluscs,THREATENED,43,AB
2013,Mosses,SPECIAL CONCERN,1,AB
2018,Birds,SPECIAL CONCERN,19,PE
2016,Mammals,ENDANGERED,49,BC
2019,Fishes,EXTINCT,12,YT
2011,Birds,SPECIAL CONCERN,9,PE
2010,Fishes,EXTIRPATED,39,BC
2017,Vascular Plants,SPECIAL CONCERN,21,QC
2019,Lichens,EXTINCT,22,NT
2011,Vascular Plants,EXTINCT,20,PE
2014,Amphibians,SPECIAL CONCERN,25,AB
2013,Mosses,EXTIRPATED,4,AB
2010,Mosses,SPECIAL CONCERN,15,NL
2011,Mosses,EXTINCT,18,MB
2016,Mosses,EXTIRPATED,20,NT
2017,Arthropods,SPECIAL CONCERN,17,AB
2019,Lichens,EXTIRPATED,47,NU
2017,Mosses,THREATENED,27,NS
2019,Birds,EXTINCT,7,MB
2019,Mammals,SPECIAL CONCERN,34,BC
2016,Vascular Plants,EXTINCT,10,YT
2012,Lichens,SPECIAL CONCERN,11,QC
2014,Birds,SPECIAL CONCERN,28,NS
2018,Arthropods,ENDANGERED,39,PE
2015,Reptiles,EXTIRPATED,46,NU
2014,Reptiles,THREATENED,5,AB
2017,Vascular Plants,SPECIAL CONCERN,44,NL
2013,Amphibians,ENDANGERED,23,NL
2013,Molluscs,THREATENED,10,YT
2010,Molluscs,EXTIRPATED,43,NU
2012,Birds,SPECIAL CONCERN,24,SK
2015,Molluscs,EXTINCT,11,YT
2017,Mammals,SPECIAL CONCERN,9,BC
2019,Arthropods,THREATENED,13,YT
2019,Vascular Plants,ENDANGERED,29,NL
2018,Molluscs,EXTIRPATED,39,ON
2016,Reptiles,THREATENED,50,BC
2015,Mosses,SPECIAL CONCERN,47,ON
2011,Arthropods,THREATENED,2,SK
2018,Amphibians,EXTINCT,9,NB
2018,Molluscs,EXTINCT,17,NL
2018,Lichens,THREATENED,34,NU
2013,Birds,THREATENED,32,NT
2014,Molluscs,SPECIAL CONCERN,41,QC
2013,Lichens,ENDANGERED,32,NB
2011,Mosses,SPECIAL CONCERN,42,SK
2013,Birds,SPECIAL CONCERN,28,YT
2014,Arthropods,EXTINCT,43,NS
2018,Lichens,ENDANGERED,42,NU
2014,Lichens,THREATENED,2,QC
2015,Reptiles,EXTIRPATED,6,NL
2017,Birds,SPECIAL CONCERN,25,SK
2018,Amphibians,EXTIRPATED,48,NB
2011,Lichens,EXTINCT,43,PE
2016,Arthropods,EXTINCT,34,PE
2012,Mosses,EXTIRPATED,5,YT
2018,Vascular Plants,EXTINCT,28,AB
2017,Arthropods,EXTINCT,30,NS
2017,Reptiles,EXTINCT,14,NS
2019,Mosses,ENDANGERED,24,MB
2011,Amphibians,EXTINCT,38,AB
2015,Mosses,EXTIRPATED,46,SK
2011,Lichens,THREATENED,38,NB
2015,Lichens,ENDANGERED,34,NB
2012,Birds,SPECIAL CONCERN,16,NS
2010,Mammals,SPECIAL CONCERN,33,QC
2018,Reptiles,SPECIAL CONCERN,34,ON
2017,Arthropods,SPECIAL CONCERN,24,MB
2012,Mosses,EXTINCT,17,SK
2015,Mammals,THREATENED,15,MB
2012,Mammals,THREATENED,28,NB
2018,Fishes,ENDANGERED,15,NU
2014,Birds,SPECIAL CONCERN,25,NT
2014,Lichens,THREATENED,11,AB
2010,Fishes,THREATENED,26,NL
2017,Mosses,EXTIRPATED,2,BC
2017,Reptiles,ENDANGERED,17,BC
2010,Lichens,ENDANGERED,9,NT
2019,Lichens,EXTIRPATED,36,QC
2015,Molluscs,EXTINCT,30,BC
2015,Arthropods,THREATENED,6,NB
2019,Amphibians,EXTINCT,14,MB
2019,Fishes,EXTIRPATED,8,MB
2016,Vascular Plants,EXTINCT,39,NB
2014,Vascular Plants,EXTIRPATED,6,AB
2010,Molluscs,EXTINCT,45,NT
2014,Birds,EXTINCT,41,NT
2010,Arthropods,ENDANGERED,14,ON
2019,Amphibians,EXTINCT,16,YT
2019,Lichens,ENDANGERED,30,NS
2010,Reptiles,EXTIRPATED,34,YT
2015,Arthropods,EXTINCT,29,NB
2013,Amphibians,THREATENED,10,NT
2013,Mammals,EXTINCT,31,NB
2012,Reptiles,ENDANGERED,27,NU
2013,Mosses,ENDANGERED,25,BC
2016,Birds,THREATENED,44,QC
2013,Lichens,SPECIAL CONCERN,9,AB
2016,Amphibians,ENDANGERED,15,NL
2017,Molluscs,ENDANGERED,43,NL
2019,Arthropods,EXTINCT,13,NU
2013,Vascular Plants,ENDANGERED,35,AB
2015,Fishes,ENDANGERED,16,NU
2013,Reptiles,SPECIAL CONCERN,28,BC
2014,Lichens,EXTIRPATED,26,YT
2016,Birds,EXTIRPATED,5,YT
2018,Fishes,EXTINCT,5,BC
2012,Amphibians,SPECIAL CONCERN,16,NT
2019,Molluscs,EXTINCT,40,ON
2016,Mammals,ENDANGERED,30,YT
2019,Mosses,SPECIAL CONCERN,48,PE
2011,Molluscs,THREATENED,20,MB
2012,Mammals,EXTIRPATED,30,ON
2010,Arthropods,EXTIRPATED,18,AB
2017,Amphibians,THREATENED,33,AB
2017,Molluscs,EXTINCT,23,AB
2016,Mammals,ENDANGERED,33,SK
2016,Lichens,EXTIRPATED,5,NB
2014,Vascular Plants,EXTIRPATED,32,NT
2019,Mosses,EXTIRPATED,28,SK
2016,Reptiles,THREATENED,45,NS
2012,Arthropods,EXTINCT,9,YT
2012,Arthropods,EXTINCT,27,NU
2017,Mosses,EXTINCT,46,NU
2017,Lichens,ENDANGERED,19,NT
2012,Vascular Plants,THREATENED,32,NU
2019,Reptiles,THREATENED,45,YT
2012,Lichens,SPECIAL CONCERN,20,BC
2010,Mosses,EXTINCT,28,NS
2016,Fishes,EXTINCT,7,NT
2011,Mammals,ENDANGERED,25,QC
2011,Mosses,EXTIRPATED,27,NT
2017,Fishes,EXTINCT,47,NU
2018,Molluscs,SPECIAL CONCERN,33,NS
2019,Mosses,EXTINCT,19,MB
2010,Reptiles,THREATENED,3,PE
2018,Amphibians,EXTINCT,19,AB
2015,Lichens,THREATENED,31,NL
2013,Birds,SPECIAL CONCERN,38,SK
2011,Lichens,SPECIAL CONCERN,16,ON
2015,Lichens,ENDANGERED,6,BC
2018,Lichens,EXTINCT,35,QC
2010,Amphibians,SPECIAL CONCERN,38,AB
2015,Fishes,ENDANGERED,17,QC
2017,Mammals,ENDANGERED,42,NL
2016,Fishes,EXTIRPATED,50,QC
2010,Mammals,SPECIAL CONCERN,5,NB
2012,Birds,EXTIRPATED,12,BC
2013,Lichens,EXTIRPATED,2,BC
2018,Molluscs,THREATENED,19,SK
2013,Amphibians,ENDANGERED,1,NT
2010,Fishes,SPECIAL CONCERN,39,PE
2019,Fishes,EXTINCT,12,NT
2016,Molluscs,THREATENED,9,QC
2017,Vascular Plants,ENDANGERED,27,NB
2013,Mammals,EXTIRPATED,36,AB
2014,Lichens,ENDANGERED,11,NL
2019,Lichens,SPECIAL CONCERN,38,QC
2015,Molluscs,EXTINCT,40,ON
2012,Mosses,THREATENED,4,PE
2011,Vascular Plants,ENDANGERED,3,BC
2013,Amphibians,THREATENED,44,NS
2014,Molluscs,EXTIRPATED,33,AB
2014,Mosses,THREATENED,39,NL
2016,Reptiles,EXTIRPATED,6,PE
2012,Fishes,SPECIAL CONCERN,43,NT
2014,Amphibians,EXTINCT,31,NS
2012,Lichens,THREATENED,44,YT
2017,Vascular Plants,THREATENED,5,SK
2015,Birds,ENDANGERED,18,NB
2016,Vascular Plants,EXTINCT,10,MB
2019,Fishes,EXTINCT,16,NU
2012,Fishes,EXTIRPATED,31,NT
2013,Lichens,ENDANGERED,11,BC
2010,Amphibians,EXTIRPATED,16,ON
2016,Molluscs,ENDANGERED,23,QC
2010,Molluscs,THREATENED,35,NU
2013,Reptiles,SPECIAL CONCERN,50,NS
2011,Molluscs,SPECIAL CONCERN,18,MB
2018,Mosses,EXTINCT,39,PE
2012,Arthropods,SPECIAL CONCERN,20,NL
2013,Mammals,THREATENED,10,NB
2018,Birds,EXTINCT,5,MB
2012,Amphibians,EXTIRPATED,24,SK
2010,Arthropods,ENDANGERED,17,NB
2019,Molluscs,SPECIAL CONCERN,45,NB
2017,Lichens,SPECIAL CONCERN,38,NU
2015,Fishes,EXTINCT,28,SK
2017,Amphibians,EXTIRPATED,40,NL
2018,Arthropods,EXTIRPATED,7,NU
2012,Molluscs,EXTINCT,21,NS
2016,Mammals,ENDANGERED,28,NS
2011,Birds,SPECIAL CONCERN,21,QC
2010,Reptiles,SPECIAL CONCERN,18,NU
2014,Mammals,ENDANGERED,25,NT
2010,Vascular Plants,EXTINCT,38,QC
2010,Lichens,ENDANGERED,37,BC
2011,Mammals,SPECIAL CONCERN,16,NU
2017,Molluscs,THREATENED,22,QC
2012,Vascular Plants,EXTIRPATED,19,BC
2012,Birds,EXTINCT,17,NU
2018,Mosses,SPECIAL CONCERN,41,QC
2011,Mosses,SPECIAL CONCERN,28,NS
2011,Mosses,ENDANGERED,12,PE
2011,Vascular Plants,SPECIAL CONCERN,3,PE
2017,Vascular Plants,EXTINCT,47,NB
2012,Vascular Plants,EXTINCT,40,MB
2011,Fishes,THREATENED,10,NS
2017,Molluscs,EXTINCT,14,NU
2013,Amphibians,EXTINCT,45,QC
2018,Molluscs,EXTINCT,33,PE
2017,Reptiles,THREATENED,8,SK
2014,Arthropods,SPECIAL CONCERN,8,AB
2013,Lichens,EXTINCT,15,NL
2011,Vascular Plants,EXTIRPATED,20,YT
2013,Vascular Plants,ENDANGERED,20,MB
2011,Lichens,EXTIRPATED,12,ON
2016,Reptiles,EXTINCT,4,SK
2017,Mammals,EXTIRPATED,45,NL
2019,Lichens,SPECIAL CONCERN,35,NU
2012,Vascular Plants,THREATENED,48,SK
2012,Reptiles,EXTIRPATED,45,QC
2014,Vascular Plants,ENDANGERED,3,NT
2017,Birds,EXTINCT,41,NL
2012,Mammals,THREATENED,46,NT
2012,Lichens,EXTIRPATED,10,YT
2011,Birds,ENDANGERED,13,ON
2011,Vascular Plants,EXTIRPATED,35,NL
2016,Fishes,EXTINCT,26,BC
2019,Lichens,ENDANGERED,11,BC
2019,Reptiles,SPECIAL CONCERN,5,MB
2017,Birds,EXTIRPATED,2,NU
2012,Reptiles,EXTINCT,45,AB
2014,Reptiles,ENDANGERED,32,NU
2019,Reptiles,ENDANGERED,44,AB
2015,Mammals,SPECIAL CONCERN,8,MB
2014,Birds,THREATENED,23,QC
2014,Mammals,EXTIRPATED,4,ON
2015,Arthropods,THREATENED,39,SK
2016,Birds,THREATENED,5,MB
2010,Molluscs,ENDANGERED,23,NL
2013,Mammals,EXTIRPATED,36,MB
2019,Mammals,THREATENED,25,NT
2019,Birds,EXTINCT,21,QC
2014,Mammals,SPECIAL CONCERN,44,NS
2017,Arthropods,EXTIRPATED,24,MB
2013,Reptiles,THREATENED,32,NB
2012,Birds,EXTIRPATED,18,NS
2017,Reptiles,SPECIAL CONCERN,4,BC
2015,Amphibians,THREATENED,14,NS
2010,Amphibians,THREATENED,5,NS
2014,Vascular Plants,EXTIRPATED,12,NL
2011,Vascular Plants,EXTIRPATED,16,NS
2013,Mosses,EXTINCT,3,NT
2010,Reptiles,ENDANGERED,37,BC
2012,Birds,THREATENED,28,NS
2015,Vascular Plants,EXTINCT,45,NL
2010,Lichens,SPECIAL CONCERN,30,MB
2015,Birds,ENDANGERED,7,YT
2014,Arthropods,ENDANGERED,28,NU
2019,Vascular Plants,ENDANGERED,21,NB
2013,Molluscs,SPECIAL CONCERN,44,QC
2016,Reptiles,EXTINCT,9,YT
2016,Amphibians,THREATENED,39,YT
2011,Amphibians,SPECIAL CONCERN,20,NS
2018,Arthropods,THREATENED,8,BC
2014,Reptiles,EXTINCT,30,PE
2017,Mosses,EXTINCT,26,QC
2016,Lichens,SPECIAL CONCERN,46,PE
2012,Arthropods,ENDANGERED,31,NT
2016,Vascular Plants,EXTINCT,28,NL
2018,Mosses,EXTINCT,35,NL
2013,Lichens,EXTIRPATED,45,MB
2015,Lichens,EXTIRPATED,27,ON
2017,Lichens,SPECIAL CONCERN,46,BC
2019,Arthropods,THREATENED,13,ON
2018,Vascular Plants,EXTIRPATED,19,NS
2013,Fishes,THREATENED,35,YT
2013,Amphibians,SPECIAL CONCERN,30,NL
2010,Lichens,THREATENED,6,AB
2015,Mammals,ENDANGERED,15,NS
2018,Vascular Plants,THREATENED,31,ON
2015,Molluscs,SPECIAL CONCERN,34,NS
2016,Reptiles,ENDANGERED,34,PE
2011,Birds,ENDANGERED,43,SK
2015,Vascular Plants,EXTIRPATED,47,NB
2012,Mosses,SPECIAL CONCERN,32,MB
2011,Arthropods,THREATENED,35,QC
2016,Amphibians,EXTIRPATED,33,NB
2017,Mammals,THREATENED,21,NB
2014,Fishes,THREATENED,18,NU
2014,Mosses,ENDANGERED,42,NU
2010,Mosses,EXTIRPATED,26,ON
2012,Mammals,ENDANGERED,28,NU
2015,Fishes,EXTINCT,50,MB
2016,Arthropods,EXTINCT,14,NL
2017,Lichens,ENDANGERED,7,YT
2018,Reptiles,ENDANGERED,20,AB
2017,Reptiles,ENDANGERED,18,NT
2016,Fishes,ENDANGERED,28,NL
2011,Arthropods,EXTIRPATED,42,NU
2018,Fishes,EXTIRPATED,49,PE
2019,Birds,THREATENED,16,NB
2019,Mammals,EXTIRPATED,46,NB
2016,Arthropods,EXTINCT,40,NS
2018,Amphibians,THREATENED,33,NS
2016,Birds,EXTIRPATED,5,NL
2012,Birds,SPECIAL CONCERN,30,NL
2019,Arthropods,SPECIAL CONCERN,13,NU
2019,Amphibians,EXTIRPATED,19,NS
2011,Amphibians,ENDANGERED,30,NU
2012,Birds,EXTINCT,39,MB
2015,Vascular Plants,THREATENED,34,BC
2011,Arthropods,ENDANGERED,20,NU
2015,Arthropods,EXTINCT,43,YT
2010,Vascular Plants,ENDANGERED,37,NL
2012,Amphibians,THREATENED,33,NL
2014,Reptiles,ENDANGERED,44,SK
2011,Mammals,ENDANGERED,29,NU
2016,Reptiles,THREATENED,35,PE
2019,Molluscs,ENDANGERED,48,MB
2011,Fishes,EXTINCT,3,YT
2010,Vascular Plants,ENDANGERED,33,MB
2011,Arthropods,SPECIAL CONCERN,35,BC
2015,Arthropods,ENDANGERED,6,NU
2012,Reptiles,EXTINCT,24,NL
2010,Vascular Plants,THREATENED,30,MB
2010,Mosses,ENDANGERED,36,ON
2017,Amphibians,THREATENED,15,PE
2016,Vascular Plants,SPECIAL CONCERN,50,BC
2014,Mammals,SPECIAL CONCERN,40,PE
2011,Lichens,EXTINCT,27,AB
2010,Mammals,EXTIRPATED,41,PE
2014,Vascular Plants,ENDANGERED,43,BC
2010,Amphibians,THREATENED,16,NT
2016,Amphibians,SPECIAL CONCERN,34,ON
2011,Arthropods,SPECIAL CONCERN,11,PE
2016,Mosses,THREATENED,21,ON
2019,Fishes,EXTIRPATED,30,QC
2011,Arthropods,EXTIRPATED,41,SK
2019,Vascular Plants,SPECIAL CONCERN,24,AB
2015,Vascular Plants,ENDANGERED,17,AB
2017,Arthropods,SPECIAL CONCERN,24,NB
2013,Birds,ENDANGERED,28,NL
2017,Amphibians,THREATENED,9,NT
2019,Molluscs,EXTIRPATED,36,YT
2011,Molluscs,EXTINCT,33,ON
2016,Amphibians,EXTIRPATED,14,BC
2014,Arthropods,EXTINCT,49,ON
2013,Vascular Plants,THREATENED,25,QC
2015,Birds,EXTINCT,43,PE
2012,Mosses,EXTIRPATED,17,NB
2014,Reptiles,SPECIAL CONCERN,49,ON
2018,Birds,ENDANGERED,36,YT
2012,Mammals,ENDANGERED,11,ON
2013,Mosses,EXTIRPATED,41,NS
2011,Reptiles,EXTIRPATED,16,NL
2017,Amphibians,EXTINCT,5,NT
2014,Molluscs,EXTINCT,28,NB
2018,Vascular Plants,SPECIAL CONCERN,29,YT
2013,Amphibians,EXTIRPATED,28,PE
2016,Amphibians,ENDANGERED,14,SK
